#timestamp [ns], temperature [degC], w_RS_S_x [rad s^-1], w_RS_S_y [rad s^-1], w_RS_S_z [rad s^-1], a_RS_S_x [m s^-2], a_RS_S_y [m s^-2], a_RS_S_z [m s^-2]
1891047685923625, 0, 0.3469020, 0.1337067, -0.0245597, -1.7971628, 7.4193214, -3.5223253
1891047695885625, 0, 0.4044726, 0.0892018, -0.0056864, -1.5161971, 7.1135074, -3.4850528
1891047705848625, 0, 0.4644659, 0.0394891, 0.0041042, -1.2290941, 6.7811984, -3.4033228
1891047715810625, 0, 0.5137864, -0.0152359, 0.0250880, -1.0165361, 6.3279410, -3.2298335
1891047725772625, 0, 0.5307603, -0.0309110, 0.0660187, -0.8033794, 5.7456519, -3.1769934
1891047735735625, 0, 0.5084677, 0.0190773, 0.1130126, -0.5950127, 5.1497411, -3.2870146
1891047745697625, 0, 0.4500503, 0.1143596, 0.1499842, -0.3725752, 4.6928911, -3.3938924
1891047755660625, 0, 0.3527594, 0.2056211, 0.1669424, -0.0513432, 4.4117757, -3.4602045
1891047765622625, 0, 0.2354005, 0.2959757, 0.1555819, 0.3353027, 4.1695793, -3.5127452
1891047775585625, 0, 0.1030923, 0.3979961, 0.1261569, 0.6421646, 3.9094203, -3.6639308
1891047785547625, 0, -0.0419078, 0.5566334, 0.0777118, 0.7833211, 3.7279976, -3.8300853
1891047795509625, 0, -0.1994801, 0.7438909, 0.0393168, 0.7433542, 3.6491116, -3.9881566
1891047805472625, 0, -0.3677383, 0.8851189, 0.0071527, 0.5560936, 3.6092944, -4.2064027
1891047815434625, 0, -0.5138103, 0.9504870, -0.0177031, 0.4697232, 3.6503091, -4.2566982
1891047825397625, 0, -0.5886934, 1.0013171, -0.0410159, 0.3755690, 3.8079314, -3.9302271
1891047835359625, 0, -0.6229941, 0.9711747, -0.0621880, 0.2933899, 3.9209464, -3.8336778
1891047845322625, 0, -0.6484395, 0.8466898, -0.0831122, 0.3182382, 4.2020618, -4.3680666
1891047855284625, 0, -0.6388830, 0.6762463, -0.1208431, 0.3694318, 4.9671208, -4.7867459
1891047865246625, 0, -0.5566915, 0.5098974, -0.1788395, 0.4346960, 5.8760307, -4.5717929
1891047875209625, 0, -0.4080016, 0.4040703, -0.2612417, 0.4581972, 6.7726662, -3.9728883
1891047885171625, 0, -0.2698677, 0.4294885, -0.3332025, 0.3249742, 7.5546400, -3.6914735
1891047895134625, 0, -0.2878456, 0.5703881, -0.3578966, 0.0624202, 8.1968047, -4.4619214
1891047905096625, 0, -0.4583524, 0.7064123, -0.3296509, -0.2077679, 8.7966074, -6.1028091
1891047915059625, 0, -0.5968131, 0.7538069, -0.2380456, -0.2945874, 9.0572154, -6.4291306
1891047925021625, 0, -0.6251435, 0.8096684, -0.1178433, 0.0585283, 9.2586964, -5.5800961
1891047934983625, 0, -0.6402735, 0.9023812, -0.0162413, 0.5535489, 9.4854749, -5.5561459
1891047944946625, 0, -0.7434494, 0.9288459, 0.0689314, 0.7306306, 9.6421989, -6.3084814
1891047954908625, 0, -0.8753081, 0.9148312, 0.1334182, 0.5634283, 10.1204544, -6.9069370
1891047964871625, 0, -0.9090714, 0.8230901, 0.1445678, 0.4779561, 10.5702690, -6.2661195
1891047974833625, 0, -0.8084294, 0.6934235, 0.1188963, 0.5426216, 11.0402916, -5.1459988
1891047984796625, 0, -0.6058180, 0.6134959, 0.0910263, 0.3436853, 11.7215250, -4.4177632
1891047994758625, 0, -0.3937127, 0.4899921, 0.1232964, 0.1287323, 11.8077457, -3.9826181
1891048004720625, 0, -0.2413359, 0.3911720, 0.2074768, 0.0687071, 11.4965428, -3.7890706
1891048014683625, 0, -0.4314356, 0.5066270, 0.3039791, -0.0261955, 11.8068475, -6.2439656
1891048024645625, 0, -0.7586933, 0.7879324, 0.3475702, 0.2395020, 13.6077525, -10.1599722
1891048034608625, 0, -0.7593367, 0.7924989, 0.3623505, 1.5867004, 14.0824155, -4.4536885
1891048044570625, 0, -0.7458683, 0.7645730, 0.2441887, 3.0526021, 13.4796190, -3.7955072
1891048054533625, 0, -0.7735316, 0.5606431, 0.0456306, 3.6085460, 14.5953987, -5.5800961
1891048064495625, 0, -0.7780223, 0.1403257, -0.0964799, 3.5937268, 15.0041986, -4.6620552
1891048074457625, 0, -0.6812105, -0.1084998, -0.2093090, 3.9377115, 14.4958557, -3.8922061
1891048084420625, 0, -0.4175717, -0.1978867, -0.3252085, 4.3499542, 13.9414087, -2.4294479
1891048094382625, 0, -0.0128146, -0.2790521, -0.4284459, 4.3893224, 13.0634843, -0.4888834
1891048104345625, 0, 0.3600748, -0.2896512, -0.4743841, 4.0251297, 12.2334604, -0.7068301
1891048114307625, 0, 0.5680856, -0.3418428, -0.4433527, 3.2105237, 12.0218005, -3.0753548
1891048124269625, 0, 0.6352265, -0.4627999, -0.3891387, 2.6452991, 11.6631464, -3.9125638
1891048134232625, 0, 0.6027492, -0.4740741, -0.4023784, 2.6899063, 11.2193193, -4.3584865
1891048144194625, 0, 0.5042490, -0.4860541, -0.4879899, 2.8436366, 10.7727979, -4.2903781
1891048154157625, 0, 0.3245515, -0.4603319, -0.6007154, 2.6211992, 10.1158141, -4.1796085
1891048164118750, 0, 0.0596870, -0.3746175, -0.6843056, 2.0657043, 9.5258908, -4.1448807
1891048174081750, 0, -0.2450438, -0.2135171, -0.6963927, 1.3909076, 8.9681506, -3.8305344
1891048184043750, 0, -0.5269378, 0.0117389, -0.6202316, 0.6550378, 8.4840573, -3.3558714
1891048194006750, 0, -0.7420954, 0.2740949, -0.4909633, 0.0194595, 8.3280817, -2.9356952
1891048203968750, 0, -0.8357258, 0.4638955, -0.3146549, -0.3899391, 8.3574207, -2.5845255
1891048213930750, 0, -0.7826524, 0.5074656, -0.1145495, -0.5254074, 8.2994911, -2.2788611
1891048223893750, 0, -0.6063863, 0.3502936, 0.0693093, -0.3541635, 8.3785268, -2.1399500
1891048233855750, 0, -0.3437502, 0.0406899, 0.2104464, -0.1037343, 8.8495972, -2.1176463
1891048243818750, 0, -0.0341641, -0.3331886, 0.2908912, 0.2300716, 9.1025711, -2.0727397
1891048253780750, 0, 0.2444052, -0.6266690, 0.2921712, 0.6614745, 9.1073611, -1.9082318
1891048263743750, 0, 0.4050090, -0.7316702, 0.2362019, 0.9788145, 9.1542137, -1.9309845
1891048273705750, 0, 0.4700341, -0.6319705, 0.1206465, 1.2075389, 9.0471863, -1.4891034
1891048283667750, 0, 0.4609972, -0.4368785, -0.0135741, 1.8145267, 8.5464775, -1.1564951
1891048293630750, 0, 0.3618003, -0.2272063, -0.1085872, 1.9237994, 7.6017920, -1.3286371
1891048303592750, 0, 0.1697142, -0.0325236, -0.1462643, 1.4085709, 6.7680258, -1.8212627
1891048313555750, 0, -0.0671375, 0.1565483, -0.1476385, 1.0758128, 5.9689874, -2.5292903
1891048323517750, 0, -0.2600044, 0.2585980, -0.1387097, 1.0785072, 5.1795291, -2.8524683
1891048333480750, 0, -0.3439800, 0.3996880, -0.2007099, 1.3488451, 5.1097742, -2.5286916
1891048343442750, 0, -0.3414561, 0.5344331, -0.3016658, 1.8842816, 5.2471884, -2.2147943
1891048353404750, 0, -0.3036861, 0.5950045, -0.3802813, 1.8342856, 5.1313293, -2.4298970
1891048363367750, 0, -0.2746705, 0.5515931, -0.4105356, 1.3485457, 4.9270042, -2.9163853
1891048373329750, 0, -0.2597170, 0.4032511, -0.3987035, 0.7556287, 4.6078679, -3.2326776
1891048383292750, 0, -0.2322687, 0.1725316, -0.3887579, 0.2110611, 4.4743456, -3.2823743
1891048393254750, 0, -0.1494822, -0.0524496, -0.4316254, -0.0010478, 4.5578719, -3.1593301
1891048403217750, 0, 0.0276543, -0.2218517, -0.4993717, -0.1219963, 4.8883846, -2.6819728
1891048413179750, 0, 0.2416483, -0.4062905, -0.5391876, -0.2540218, 5.3142490, -2.3243665
1891048423141750, 0, 0.4129034, -0.5250281, -0.5389165, -0.0946033, 5.4922289, -2.4333398
1891048433104750, 0, 0.4658455, -0.5395588, -0.5221626, 0.0208067, 5.9243802, -2.9075537
1891048443066750, 0, 0.4192598, -0.4514961, -0.5043894, 0.2109114, 6.3981450, -3.3673975
1891048453029750, 0, 0.3160616, -0.2442236, -0.4634625, 0.2424957, 6.8858308, -3.3464410
1891048462991750, 0, 0.1742035, -0.0008674, -0.4035312, -0.0749940, 7.4919205, -3.5188824
1891048472954750, 0, 0.0750159, 0.0876811, -0.3188770, -0.5346881, 8.1129790, -3.8296362
1891048482916750, 0, 0.0530377, 0.0604383, -0.2141251, -0.9532178, 8.8578300, -4.0007304
1891048492878750, 0, 0.0094372, 0.0362078, -0.1272195, -1.4006374, 9.7230309, -4.8910789
1891048502841750, 0, -0.0238297, -0.0317686, -0.1111601, -1.2596306, 10.7729475, -6.1460692
1891048512803750, 0, 0.0200914, -0.1896821, -0.1513882, -0.0158670, 11.0356512, -5.2048265
1891048522766750, 0, 0.0012725, -0.3020001, -0.2583469, 1.2126283, 10.9971812, -4.7090575
1891048532728750, 0, -0.0989774, -0.3277867, -0.4043845, 2.2594016, 11.3229039, -5.3389476
1891048542690750, 0, -0.2232672, -0.1210596, -0.5245658, 3.1178664, 11.5035782, -5.4726196
1891048552653750, 0, -0.3185349, -0.0057029, -0.5069261, 2.8797116, 11.2468620, -4.4746449
1891048562615750, 0, -0.6742163, 0.1646182, 0.1637788, 0.8831635, 11.8388809, -4.8672784
1891048572578750, 0, -0.5030144, 0.8483015, 0.5269341, 0.4421805, 11.6664395, -1.8238074
1891048582540750, 0, -0.3765063, 1.1793617, 0.8794493, -0.8714877, 12.5114323, -1.5073654
1891048592503750, 0, -0.3493921, 1.2961479, 1.0897408, -1.2503499, 12.6060356, -3.1998958
1891048602465750, 0, -0.6066446, 0.6552503, 1.1901160, -1.5015276, 14.0156543, -10.4792583
1891048612427750, 0, -0.1815091, 0.2461296, 0.9862391, -0.0923579, 16.2291014, -8.5148932
1891048622390750, 0, 0.4680404, 0.1133726, 0.6424320, 2.2257216, 13.9890097, -0.2896477
1891048632352750, 0, 0.8275789, -0.2095511, 0.2986101, 1.9179616, 12.6269920, -4.6339137
1891048642315750, 0, 1.2145098, -0.5301698, -0.1444602, 1.3704002, 13.0004654, -5.0109796
1891048652277750, 0, 1.4623502, -0.7721244, -0.7374429, 2.1538710, 12.0958965, -2.7156528
1891048662240750, 0, 1.3072387, -1.1006938, -1.3301704, 1.7205222, 12.0021913, -4.6777725
1891048672202750, 0, 0.9552359, -1.1997993, -1.6754042, -0.0139211, 12.6290877, -6.2830344
1891048682165750, 0, 0.7883005, -1.0116073, -1.7781708, -1.5525714, 12.0309315, -4.3566902
1891048692127750, 0, 0.6392998, -0.8084872, -1.6475809, -3.2802786, 10.8819209, -3.8377194
1891048702089750, 0, 0.4420533, -0.5291283, -1.3661883, -4.9942145, 10.4181853, -5.2615585
1891048712052750, 0, 0.2491124, -0.2035606, -0.9274157, -5.2096165, 10.1337767, -5.2732343
1891048722014750, 0, 0.1248296, 0.1681752, -0.4651735, -4.1356000, 10.2574196, -5.5287529
1891048731977750, 0, 0.0598263, 0.3335646, -0.1055320, -3.2703992, 9.4663147, -5.3736754
1891048741939750, 0, 0.0471792, 0.3522824, 0.0965455, -2.5649162, 9.2084010, -5.5536012
1891048751902750, 0, 0.0846046, 0.2520378, 0.1291212, -2.0215462, 9.6089680, -5.4507651
1891048761864750, 0, 0.2102363, 0.2049936, -0.0320669, -1.6983682, 10.0577348, -4.9494576
1891048771826750, 0, 0.2053151, -0.0339918, -0.1362953, -1.5106586, 10.3416943, -5.0008008
1891048781789750, 0, 0.0009931, 0.1061235, -0.2534142, -0.8140073, 9.1025711, -4.4777884
1891048791751750, 0, -0.2123112, 0.2720430, -0.2979278, -1.1159294, 9.5251424, -4.5819717
1891048801714750, 0, -0.3012584, 0.4127902, -0.2360168, -1.5277231, 8.9227950, -3.9480400
1891048811676750, 0, -0.6623425, 0.0230534, -0.1839389, -2.0990849, 8.6053052, -4.3807901
1891048821639750, 0, -0.6130370, 0.5711280, -0.2168964, -1.5709831, 8.5412384, -3.8791832
1891048831601750, 0, -0.4391614, 0.4895151, -0.1422224, -1.5278728, 8.5289639, -1.6467256
1891048841563750, 0, -0.3487540, 0.3985359, -0.0942178, -1.8525476, 8.5114503, -3.4525703
1891048851526750, 0, -0.2128484, 0.4603860, -0.0983298, -1.6950751, 8.0801971, -2.5509952
1891048861488750, 0, -0.1389984, 0.4243955, -0.1186707, -1.5057188, 7.6865158, -2.3117926
1891048871451750, 0, -0.1283345, 0.3479026, -0.1738754, -1.4145584, 7.5023987, -2.9003687
1891048881413750, 0, -0.2369971, 0.4494995, -0.2383343, -1.2040961, 7.2661899, -2.8834538
1891048891376750, 0, -0.4735122, 0.6113635, -0.2450572, -1.2383748, 6.5580125, -2.7996281
1891048901338750, 0, -0.7666865, 0.7504919, -0.1879307, -1.4088702, 5.6993980, -3.0439201
1891048911300750, 0, -1.0191555, 0.8319334, -0.0404161, -1.4415024, 4.8773076, -3.1325359
1891048921263750, 0, -1.1976819, 0.9207070, 0.1428671, -1.3995895, 4.3324406, -3.1786400
1891048931225750, 0, -1.3188226, 1.0128132, 0.3606597, -1.3021422, 4.1170386, -3.1542407
1891048941188750, 0, -1.4232132, 1.0470934, 0.5806759, -1.2735516, 4.1999661, -3.1243030
1891048951150750, 0, -1.4014651, 1.0786297, 0.7214719, -0.6614745, 4.0647972, -2.8481273
1891048961113750, 0, -1.2439631, 0.9453295, 0.8252356, -0.1984872, 4.0381526, -2.1239333
1891048971075750, 0, -1.0553761, 0.7406245, 0.9205725, 0.1854643, 4.1608974, -2.1139041
1891048981038750, 0, -0.8394102, 0.6080620, 0.9877111, 0.6792874, 4.4093806, -1.9577788
1891048991000750, 0, -0.6579803, 0.4764118, 0.9977525, 1.3076807, 5.1388138, -1.6573535
1891049000962750, 0, -0.5069748, 0.3942339, 0.9074934, 1.6926801, 5.9203386, -1.8435663
1891049010925750, 0, -0.3571280, 0.3028709, 0.7319592, 1.6185841, 6.4171555, -2.1107607
1891049020887750, 0, -0.1759534, 0.1390713, 0.5453904, 1.4308745, 6.7144373, -2.2189856
1891049030850750, 0, 0.0030725, -0.0306386, 0.4372290, 1.1359877, 6.8147287, -2.1239333
1891049040812750, 0, 0.1140637, -0.1216524, 0.3588628, 0.9171428, 7.4112383, -2.1354593
1891049050775750, 0, 0.1576429, -0.1389779, 0.2465059, 0.9475296, 8.3595163, -2.3343956
1891049060737750, 0, 0.1496286, -0.0986344, 0.1159820, 0.5577402, 8.8931566, -2.4692651
1891049070699750, 0, 0.1059504, -0.0405434, -0.0093014, -0.0092807, 9.7284196, -2.7026299
1891049080662750, 0, -0.0452804, -0.0509503, -0.0639966, -0.4367917, 10.3473825, -4.2640329
1891049090624750, 0, -0.1932680, 0.0336765, -0.1131034, -0.7729926, 10.6867268, -4.8698232
1891049100587750, 0, -0.2336578, 0.1525110, -0.2132883, -0.7945477, 10.6347849, -3.4408946
1891049110549750, 0, -0.2652290, 0.5034608, -0.1653594, -2.2486240, 11.0115514, -2.4788452
1891049120512750, 0, -0.3336603, 0.6588469, 0.0463124, -3.3551230, 10.9711354, -3.7050952
1891049130474750, 0, -0.3190310, 0.4817443, 0.2674147, -3.1268477, 10.7019951, -5.1910551
1891049140436750, 0, -0.1339517, 0.3215519, 0.3537733, -2.2248235, 10.8491391, -3.8300853
1891049150399750, 0, 0.1386996, 0.2094821, 0.4176942, -1.6851956, 10.8515341, -2.1616548
1891049160362542, 0, 0.4372735, 0.0663313, 0.5051455, -1.2025992, 10.9244325, -1.7515077
1891049170325542, 0, 0.7016793, -0.1309727, 0.5463145, -0.0703537, 11.4890584, -2.0987856
1891049180287542, 0, 0.9057352, -0.3829618, 0.5496743, 1.3296849, 12.1029318, -2.6632617
1891049190250542, 0, 0.9113372, -0.5995449, 0.5081487, 2.5803342, 12.6507925, -3.7205132
1891049200212542, 0, 0.4070801, -0.5384848, 0.3659828, 4.0707848, 13.5156940, -8.2093785
1891049210175542, 0, 0.1529411, -0.7318944, 0.1157136, 4.6158014, 14.5355232, -8.5090553
1891049220137542, 0, 0.2813169, -0.9227118, -0.2144803, 3.9194495, 14.1765697, -2.2737717
1891049230099542, 0, 0.3006634, -0.8778669, -0.4225494, 2.9505144, 13.7598363, -3.2401620
1891049240062542, 0, 0.2938353, -0.8814610, -0.4913476, 1.5120058, 13.5799104, -5.7678058
1891049250024542, 0, 0.5136346, -0.9866434, -0.5008152, 0.3022215, 12.9148434, -3.1238539
1891049259987542, 0, 0.7235729, -0.9680460, -0.4245830, -0.3707790, 12.2461839, -1.5144008
1891049269949542, 0, 0.8170291, -0.8213533, -0.2783611, -0.6994954, 11.9225569, -1.8263521
1891049279912542, 0, 0.7442886, -0.5449320, -0.1245731, -0.4194278, 11.8924695, -2.5086333
1891049289874542, 0, 0.4952025, -0.1732240, -0.0008775, 0.2085164, 12.1327199, -4.1263193
1891049299836542, 0, 0.2357012, 0.0983591, 0.0836320, 0.9303154, 12.0774847, -5.0879196
1891049309799542, 0, 0.0158096, 0.3426372, 0.1219858, 1.5229330, 11.7661322, -4.6645999
1891049319761542, 0, -0.1558583, 0.5102395, 0.1299178, 1.8341359, 11.5926430, -4.7845006
1891049329724542, 0, -0.2640865, 0.4592848, 0.1384218, 1.6727715, 11.2112361, -5.2199451
1891049339686542, 0, -0.3574082, 0.3442200, 0.1622669, 1.4531781, 10.7463029, -5.2630554
1891049349649542, 0, -0.4620939, 0.1917116, 0.2125506, 1.3603711, 10.3343596, -4.9698152
1891049359611542, 0, -0.5976487, 0.0761773, 0.2924191, 1.3924045, 10.1984422, -4.8099477
1891049369574542, 0, -0.7289977, 0.0620248, 0.3774325, 1.6302599, 10.3809128, -4.5512856
1891049379536542, 0, -0.7919074, 0.1431095, 0.4372426, 2.0113673, 10.5066513, -3.6799475
1891049389498542, 0, -0.7675070, 0.2743160, 0.4434017, 2.3930736, 10.4514162, -2.6937982
1891049399461542, 0, -0.7010891, 0.4414639, 0.3645790, 2.7244844, 10.2234402, -1.9498453
1891049409423542, 0, -0.6163314, 0.6197882, 0.2393093, 2.7797195, 9.8330521, -1.4060262
1891049419386542, 0, -0.5032610, 0.7789911, 0.1212966, 2.3599924, 9.2697734, -1.0100995
1891049429348542, 0, -0.3670765, 0.8473949, 0.0390033, 1.7503102, 8.7069438, -0.7825726
1891049439311542, 0, -0.2009952, 0.7968479, -0.0088894, 1.1799962, 8.1001057, -0.7466473
1891049449273542, 0, -0.0141896, 0.6975610, -0.0226491, 0.7223978, 7.5273967, -0.7809261
1891049459235542, 0, 0.1990183, 0.5736111, -0.0589211, 0.4649332, 6.9374734, -0.7912546
1891049469198542, 0, 0.4421383, 0.3989080, -0.1539126, 0.4851411, 6.2764481, -0.7625143
1891049479160542, 0, 0.6913294, 0.1665445, -0.2278611, 0.5650749, 5.5007611, -0.8622070
1891049489123542, 0, 0.8858007, -0.0805942, -0.2172519, 0.5691165, 4.6616061, -1.2783417
1891049499085542, 0, 0.9585987, -0.1782313, -0.1993895, 0.7511380, 4.4143204, -1.7827927
1891049509048542, 0, 0.9205139, -0.0413666, -0.1857976, 1.1255095, 4.5228447, -2.0198996
1891049519010542, 0, 0.8148839, 0.1531975, -0.1893350, 1.2579840, 4.3363326, -2.1615051
1891049528973542, 0, 0.6777273, 0.2234323, -0.1875941, 1.1555969, 3.8443057, -2.5066873
1891049538935542, 0, 0.5222914, 0.2159730, -0.1804734, 1.0406360, 3.4757721, -2.7830127
1891049548897542, 0, 0.3552787, 0.2147712, -0.1671914, 0.9452843, 3.5340010, -2.8455826
1891049558860542, 0, 0.1779173, 0.2423205, -0.1396966, 0.8132588, 3.6205211, -2.8192374
1891049568822542, 0, 0.0353258, 0.2616329, -0.0787696, 0.7129674, 3.8284387, -2.7595116
1891049578785542, 0, -0.0520667, 0.2241777, 0.0355670, 0.6815327, 4.2221201, -2.6626630
1891049588747542, 0, -0.1043187, 0.1757194, 0.1737452, 0.8488847, 4.6631030, -2.6247917
1891049598710542, 0, -0.1480907, 0.1630198, 0.2806066, 1.2952565, 5.1645602, -2.5767416
1891049608672542, 0, -0.1774073, 0.0735949, 0.3575158, 1.8703606, 5.8136105, -2.7626550
1891049618634542, 0, -0.1581081, -0.0808943, 0.3718878, 2.5581802, 6.3155168, -3.3382082
1891049628597542, 0, -0.1194084, -0.1451897, 0.2709987, 3.2162119, 7.0968919, -3.5266663
1891049638559542, 0, -0.0597182, -0.1315825, 0.1291399, 3.3546739, 7.8215350, -3.2817755
1891049648522542, 0, -0.0196826, -0.1116466, 0.0148152, 2.9800031, 8.5503694, -3.3332684
1891049658484542, 0, -0.0806954, -0.0212901, -0.0532574, 2.5774901, 9.3375824, -4.1888892
1891049668447542, 0, -0.2256448, 0.0941020, -0.0774477, 2.1417462, 9.9902252, -5.3759207
1891049678409542, 0, -0.3058140, 0.1282118, -0.1109726, 1.7790504, 10.3172951, -5.4296590
1891049688372542, 0, -0.2950796, 0.0129701, -0.1647719, 1.5371535, 10.5397325, -4.4966492
1891049698334542, 0, -0.3234489, -0.1731694, -0.2379276, 1.3241464, 10.9163493, -4.6645999
1891049708296542, 0, -0.4605117, -0.3467856, -0.3103928, 1.1270064, 11.4014905, -5.9394987
1891049718259542, 0, -0.5231564, -0.5633640, -0.3821703, 1.1410771, 11.7906812, -5.9845551
1891049728221542, 0, -0.4231923, -0.7210956, -0.4696051, 1.4245876, 12.1312230, -4.3138792
1891049738184542, 0, -0.2768455, -0.7185795, -0.5531207, 1.6455281, 12.7087221, -3.3150064
1891049748146542, 0, -0.1448259, -0.6294544, -0.6247507, 1.6139438, 13.2537387, -2.8455826
1891049758109542, 0, -0.0125097, -0.5422108, -0.6928038, 1.4929953, 13.8785394, -2.4153772
1891049768071542, 0, 0.0503955, -0.3375021, -0.7578946, 1.2771442, 14.5130699, -2.1603076
1891049778033542, 0, -0.3134977, 0.2303981, -0.7180777, 0.5083429, 15.1170639, -4.2246648
1891049787996542, 0, -0.8143057, 0.3201876, -0.4891825, -1.1781999, 15.6334900, -9.2820479
1891049797958542, 0, -0.6968238, -0.0839455, -0.3171577, -2.2356010, 15.1212552, -4.6598099
1891049807921542, 0, -0.4840631, -0.2288776, -0.2112297, -2.1582120, 13.8057907, -1.3549823
1891049817883542, 0, -0.4672577, -0.0243117, -0.1047014, -1.7024098, 12.9886400, -2.7282266
1891049827846542, 0, -0.4187243, 0.1748530, -0.0119291, -1.0174342, 13.0182784, -3.3388069
1891049837808542, 0, -0.1935359, 0.3647367, 0.0157550, -0.4556525, 12.9432843, -1.4962885
1891049847771542, 0, 0.0728588, 0.5944775, 0.0149294, -0.1929488, 12.7647057, -0.7331754
1891049857733542, 0, 0.3448708, 0.7563026, 0.0187681, -0.4233197, 12.6455534, -1.0072554
1891049867695542, 0, 0.5659683, 0.8492181, 0.0462519, -1.0861414, 12.5757985, -1.4850618
1891049877658542, 0, 0.6766278, 0.9236700, 0.1009828, -1.7628841, 12.2601050, -2.3495142
1891049887620542, 0, 0.6310666, 0.9705734, 0.1419164, -2.0410057, 11.6517700, -3.3645534
1891049897583542, 0, 0.4362125, 0.9347653, 0.1575995, -1.9571800, 11.2052486, -4.2141866
1891049907545542, 0, 0.1761670, 0.7958074, 0.1512758, -1.6452287, 10.8229436, -4.7612988
1891049917508542, 0, -0.1009370, 0.6034523, 0.1469727, -1.0575508, 10.4675826, -4.9958611
1891049927470542, 0, -0.3513277, 0.4310092, 0.1637972, -0.3498225, 10.2650537, -5.0085846
1891049937432542, 0, -0.5464799, 0.3174288, 0.1522673, 0.3763174, 10.1017433, -4.6904961
1891049947395542, 0, -0.6500472, 0.2759669, 0.1061094, 1.0532098, 9.9965121, -4.0260278
1891049957357542, 0, -0.6684542, 0.2667427, 0.0544808, 1.3826747, 9.8125447, -3.4218842
1891049967320542, 0, -0.5993753, 0.2875157, 0.0100391, 1.2802876, 9.5525354, -2.8126511
1891049977282542, 0, -0.4451405, 0.3461241, -0.0472722, 1.1217673, 9.2801019, -2.0401076
1891049987245542, 0, -0.2237676, 0.4777620, -0.1287377, 1.1362871, 8.9250403, -1.2404704
1891049997207542, 0, 0.0398569, 0.6250445, -0.2243346, 1.2271481, 8.7292474, -0.5842351
1891050007170542, 0, 0.3070984, 0.7056937, -0.3240686, 1.1873309, 8.5836003, -0.6586304
1891050017132542, 0, 0.5284026, 0.7039121, -0.4239534, 0.9725276, 8.1640228, -1.1249107
1891050027094542, 0, 0.6612344, 0.6610895, -0.5041116, 0.5836363, 7.5338333, -1.5626006
1891050037057542, 0, 0.7142731, 0.5872856, -0.5413511, 0.0790356, 6.8624794, -1.8992505
